rule_id;domaine;type;priorite;statut_actuel;texte_source;article;url;version_date_declaree;enonce_actuel;exceptions_statut_actuel;verdict;methode;verifie_par;date_verification;statut_vise;enonce_corrige;article_corrige;paragraphe_corrige;url_corrigee;version_date_constatee;exceptions_statut;exceptions_constatees;gold_ready;gold_ready_motif;commentaire
MIFID-R-007;MIFID;PROCEDURE;CRITICAL;validated;Règlement délégué (UE) 2017/565 modifié;Article 54;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:02017R0565-20220802;2022-08-02;L'article 54, paragraphe 10, du règlement délégué (UE) 2017/565, dans sa version applicable à partir du 2 août 2022, prévoit que lorsque aucun instrument financier ne répond aux préférences du client ou du client potentiel en matière de durabilité, et que le client décide de modifier ces préférences, l'entreprise d'investissement conserve un enregistrement de la décision du client et des motifs de cette dernière.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Lorsqu'une entreprise d'investissement fournit un service d'investissement à un client professionnel, elle est autorisée à présumer qu'en ce qui concerne les produits, les transactions et les services pour lesquels il est classé comme tel, le client possède le niveau requis d'expérience et de connaissance aux fins du paragraphe 2, point c). | Lorsque ce service d'investissement consiste en la fourniture d'un conseil en investissement à un client professionnel relevant de l'annexe II, section 1, de la directive 2014/65/UE, l'entreprise d'investissement est autorisée à présumer, aux fins du paragraphe 2, point b), que ce client est financièrement en mesure de supporter tout risque lié à l'investissement compte tenu des objectifs d'invest | Lorsqu'une entreprise d'investissement fournit un service qui implique de mener périodiquement des évaluations de l'adéquation et d'établir les rapports connexes, les rapports établis après la mise en place du service initial peuvent ne couvrir que les changements affectant les services ou instruments concernés et/ou la situation du client et peuvent ne pas répéter tous les détails du premier rapp;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 54 » (416 caractères), exceptions « identified_and_incorporated »;"STRUCTURES — exemption, conditions_cumulatives, regime_particulier, renvoi || CONSTATS — 3 disposition(s) limitante(s) recopiée(s) du texte officiel (exemption) ; renvois vérifiés dans l'acte : articles 25"
MIFID-R-008;MIFID;RECORD_KEEPING;HIGH;validated;Directive 2014/65/UE (MIFID II);Article 16;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32014L0065;2020-01-01;L'article 16 de la directive 2014/65/UE impose de conserver les enregistrements de tous les services, activités et transactions, d'une manière permettant à l'autorité compétente de reconstituer chaque étape essentielle du traitement de chaque transaction.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Les politiques, processus et dispositifs visés au présent paragraphe sont sans préjudice de toutes les autres prescriptions prévues par la présente directive et par le règlement (UE) n o 600/2014, y compris à celles applicables à la publication, à l’adéquation ou au caractère approprié, à la détection et à la gestion des conflits d’intérêts, et aux incitations. 4. | Sans préjudice de la capacité des autorités compétentes d’exiger l’accès aux communications conformément à la présente directive et au règlement (UE) n o 600/2014, toute entreprise d’investissement dispose de mécanismes de sécurité solides pour garantir la sécurité et l’authentification des moyens de transfert de l’information, réduire au minimum le risque de corruption des données et d’accès non | Toute entreprise d’investissement prend, lorsqu’elle détient des instruments financiers appartenant à des clients, des dispositions appropriées pour sauvegarder les droits de propriété desdits clients, notamment en cas d’insolvabilité de l’entreprise, et pour empêcher l’utilisation des instruments financiers en question pour compte propre, sauf consentement exprès des clients. 9. | Toute entreprise d’investissement prend, lorsqu’elle détient des fonds appartenant à des clients, des dispositions appropriées pour sauvegarder les droits desdits clients et, sauf dans le cas d’établissements de crédit, pour empêcher l’utilisation des fonds en question pour compte propre. 10. | Pour toute succursale d’une entreprise d’investissement, l’autorité compétente de l’État membre où cette succursale est établie fait appliquer l’obligation prévue aux paragraphes 6 et 7 pour ce qui concerne les transactions effectuées par la succursale, sans préjudice de la possibilité, pour l’autorité compétente de l’État membre d’origine de l’entreprise d’investissement, d’accéder directement au;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 16 » (255 caractères), exceptions « identified_and_incorporated »;STRUCTURES — derogation, exclusion, conditions_cumulatives, delai, regime_particulier || CONSTATS — 5 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation, exclusion)
MIFID-R-009;MIFID;OBLIGATION;HIGH;validated;Directive 2014/65/UE (MIFID II);Article 27;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32014L0065;2020-01-01;L'article 27 de la directive 2014/65/UE impose de prendre toutes les mesures suffisantes pour obtenir, lors de l'exécution des ordres, le meilleur résultat possible pour le client, compte tenu du prix, du coût, de la rapidité, de la probabilité d'exécution et du règlement, de la taille et de la nature de l'ordre.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Néanmoins, chaque fois qu’il existe une instruction spécifique donnée par les clients, l’entreprise d’investissement exécute l’ordre en suivant cette instruction.;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 27 » (314 caractères), exceptions « identified_and_incorporated »;STRUCTURES — derogation, conditions_cumulatives, delai || CONSTATS — 1 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation)
MIFID-R-010;MIFID;GOVERNANCE;MEDIUM;validated;Directive 2014/65/UE (MIFID II);Article 9;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32014L0065;2020-01-01;L'article 9 de la directive 2014/65/UE fixe les exigences relatives à l'organe de direction des entreprises d'investissement, notamment sa responsabilité dans la définition et la surveillance des dispositifs de gouvernance assurant une gestion efficace et prudente.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;"Sans préjudice des exigences établies à l’article 88, paragraphe 1, de la directive 2013/36/UE, ce dispositif garantit également que l’organe de direction définisse, approuve et supervise: a) l’organisation de l’entreprise pour la fourniture de services d’investissement, l’exercice d’activités d’investissement et la fourniture de services auxiliaires, y compris les compétences, les connaissances e | Par dérogation au premier alinéa, les États membres peuvent agréer des entreprises d’investissement qui sont des personnes physiques ou des personnes morales, dirigées par une seule et unique personne physique, conformément à leurs statuts et au droit national. | Les États membres exigent néanmoins que: a) d’autres mesures garantissant la gestion saine et prudente de telles entreprises d’investissement soient alors mises en place et que l’intérêt des clients et l’intégrité du marché soient dûment pris en compte; b) les personnes physiques concernées jouissent d’une honorabilité suffisante, possèdent les connaissances, les compétences et l’expérience nécess";non;l'énoncé décrit le texte au lieu de le dire (notamment) : une réponse de référence devrait réinterpréter le droit pour être écrite;STRUCTURES — derogation, conditions_cumulatives || CONSTATS — 3 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation)
MIFID-R-011;MIFID;PROCEDURE;HIGH;validated;Règlement délégué (UE) 2017/565;Article 54;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:02017R0565-20220802;2022-08-02;L'article 54, paragraphe 2, du règlement délégué (UE) 2017/565 impose aux entreprises d'investissement d'obtenir de leurs clients ou clients potentiels toutes les informations nécessaires pour disposer d'une base suffisante permettant de déterminer que la transaction recommandée ou engagée répond aux objectifs d'investissement du client, y compris sa tolérance au risque et ses éventuelles préférences en matière de durabilité, que le client est financièrement en mesure de faire face à tout risque lié, et qu'il possède l'expérience et la connaissance nécessaires pour comprendre les risques inhérents à la transaction. Le paragraphe 7 du même article impose aux entreprises de prendre des mesures raisonnables pour garantir la fiabilité des informations recueillies auprès des clients.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Lorsqu'une entreprise d'investissement fournit un service d'investissement à un client professionnel, elle est autorisée à présumer qu'en ce qui concerne les produits, les transactions et les services pour lesquels il est classé comme tel, le client possède le niveau requis d'expérience et de connaissance aux fins du paragraphe 2, point c). | Lorsque ce service d'investissement consiste en la fourniture d'un conseil en investissement à un client professionnel relevant de l'annexe II, section 1, de la directive 2014/65/UE, l'entreprise d'investissement est autorisée à présumer, aux fins du paragraphe 2, point b), que ce client est financièrement en mesure de supporter tout risque lié à l'investissement compte tenu des objectifs d'invest | Lorsqu'une entreprise d'investissement fournit un service qui implique de mener périodiquement des évaluations de l'adéquation et d'établir les rapports connexes, les rapports établis après la mise en place du service initial peuvent ne couvrir que les changements affectant les services ou instruments concernés et/ou la situation du client et peuvent ne pas répéter tous les détails du premier rapp;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 54 » (789 caractères), exceptions « identified_and_incorporated »;"STRUCTURES — exemption, conditions_cumulatives, regime_particulier, renvoi || CONSTATS — 3 disposition(s) limitante(s) recopiée(s) du texte officiel (exemption) ; renvois vérifiés dans l'acte : articles 25"
SFDR-R-001;SFDR;DEFINITION;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 2;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 2 du règlement (UE) 2019/2088 définit l'« investissement durable » comme un investissement dans une activité économique qui contribue à un objectif environnemental ou social, sous réserve que cet investissement ne cause de préjudice important à aucun de ces objectifs et que les sociétés bénéficiaires appliquent des pratiques de bonne gouvernance.;none_identified;;;;;;;;;;;;;;;STRUCTURES — definition_necessaire || CRITÈRES MANQUANTS — exceptions_recherchees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-002;SFDR;DISCLOSURE;HIGH;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 3;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 3 impose aux acteurs des marchés financiers et aux conseillers financiers de publier sur leur site internet des informations sur leurs politiques d'intégration des risques en matière de durabilité dans leur processus de décision d'investissement ou de conseil.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-003;SFDR;DISCLOSURE;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 4;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 4 impose de publier une déclaration sur les politiques de diligence raisonnable relatives aux principales incidences négatives des décisions d'investissement sur les facteurs de durabilité, ou d'expliquer clairement pourquoi ces incidences ne sont pas prises en compte.;unknown;;;;;;;;;;;;;;;"STRUCTURES — derogation, conditions_cumulatives, delai || CRITÈRES MANQUANTS — temporalite_etablie || CONSTATS — 2 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation) ; temporalité non établie (statut « IN_FORCE »)"
SFDR-R-004;SFDR;GOVERNANCE;MEDIUM;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 5;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 5 impose d'inclure dans les politiques de rémunération des informations sur la manière dont ces politiques sont cohérentes avec l'intégration des risques en matière de durabilité, et de les publier sur le site internet.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-005;SFDR;DISCLOSURE;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 6;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 6 impose d'inclure dans les informations précontractuelles la manière dont les risques en matière de durabilité sont intégrés dans les décisions d'investissement et les résultats de l'évaluation de leurs incidences probables sur le rendement, ou d'expliquer pourquoi ces risques sont jugés non pertinents.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-006;SFDR;DISCLOSURE;HIGH;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 7;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 7 impose d'indiquer dans l'information précontractuelle si un produit financier prend en compte les principales incidences négatives sur les facteurs de durabilité, et le cas échéant comment.;unknown;;;;;;;;;;;;;;;"STRUCTURES — delai || CRITÈRES MANQUANTS — exceptions_recherchees, temporalite_etablie || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste ; temporalité non établie (statut « IN_FORCE »)"
SFDR-R-008;SFDR;CLASSIFICATION;CRITICAL;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 8;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 8 vise les produits financiers qui promeuvent, entre autres caractéristiques, des caractéristiques environnementales ou sociales, et impose de préciser dans l'information précontractuelle comment ces caractéristiques sont respectées.;unknown;;;;;;;;;;;;;;;STRUCTURES — conditions_cumulatives, delai || CRITÈRES MANQUANTS — exceptions_recherchees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-009;SFDR;CLASSIFICATION;CRITICAL;validated;Règlement (UE) 2019/2088 (SFDR);Article 9;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 9 vise les produits financiers qui ont l'investissement durable pour objectif et fixe les informations précontractuelles correspondantes, notamment l'explication de la manière dont cet objectif doit être atteint et, lorsqu'un indice est désigné comme indice de référence, la façon dont il est aligné sur cet objectif.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Par dérogation au paragraphe 2 du présent article, lorsqu’aucun indice de référence transition climatique de l’Union ou indice de référence accord de Paris de l’Union conformément au règlement (UE) 2016/1011 du Parlement européen et du Conseil Règlement (UE) 2016/1011 du Parlement européen et du Conseil du 8 juin 2016 concernant les indices utilisés comme indices de référence dans le cadre d’instr;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 9 » (327 caractères), exceptions « identified_and_incorporated »;STRUCTURES — derogation, conditions_cumulatives, delai || CONSTATS — 1 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation)
SFDR-R-010;SFDR;DISCLOSURE;MEDIUM;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 10;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 10 impose de publier et de tenir à jour, sur le site internet, des informations relatives aux produits relevant des articles 8 et 9, notamment la description des caractéristiques ou de l'objectif d'investissement durable et les méthodes utilisées pour les évaluer et les suivre.;unknown;;;;;;;;;;;;;;;STRUCTURES — conditions_cumulatives, delai || CRITÈRES MANQUANTS — exceptions_recherchees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-011;SFDR;DISCLOSURE;HIGH;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 11;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 11 impose d'inclure dans les rapports périodiques des produits relevant des articles 8 et 9 une description de la mesure dans laquelle les caractéristiques environnementales ou sociales sont respectées, ou de l'incidence globale du produit en matière de durabilité.;unknown;;;;;;;;;;;;;;;STRUCTURES — conditions_cumulatives, delai || CRITÈRES MANQUANTS — exceptions_recherchees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-012;SFDR;OBLIGATION;MEDIUM;source_checked;Règlement (UE) 2019/2088 (SFDR);Article 12;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 12 impose de tenir à jour les informations publiées au titre des articles 3, 5 et 10 et, en cas de modification d'une information, d'en publier une explication claire.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
SFDR-R-013;SFDR;OBLIGATION;HIGH;validated;Règlement (UE) 2019/2088 (SFDR);Article 13;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32019R2088;2020-01-01;L'article 13 impose que les communications publicitaires ne contredisent pas les informations publiées au titre du règlement.;identified_and_incorporated;confirme;primary_text_fetched;;;validated;;;;;;identified_and_incorporated;Sans préjudice d’une législation sectorielle plus stricte, en particulier les directives 2009/65/CE, 2014/65/UE et (UE) 2016/97 et le règlement (UE) n o 1286/2014, les acteurs des marchés financiers et les conseillers financiers veillent à ce que leurs communications publicitaires ne contredisent pas les informations publiées en vertu du présent règlement. 2.;oui;énoncé porteur d'un fait vérifiable, ancré sur « Article 13 » (125 caractères), exceptions « identified_and_incorporated »;STRUCTURES — derogation || CONSTATS — 1 disposition(s) limitante(s) recopiée(s) du texte officiel (derogation)
SFDR-R-014;SFDR;DISCLOSURE;HIGH;source_checked;Règlement délégué (UE) 2022/1288 (RTS SFDR);Ensemble du règlement délégué;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32022R1288;2020-01-01;Le règlement délégué (UE) 2022/1288 précise le contenu, les méthodes et la présentation des informations SFDR, et fixe des modèles obligatoires en annexe pour les informations précontractuelles et périodiques des produits relevant des articles 8 et 9.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CONSTATS — texte de l'article non disponible : la structure juridique n'a pas pu être examinée, et une absence d'exception ne se suppose pas
TAXO-R-001;SFDR;CLASSIFICATION;CRITICAL;source_checked;Règlement (UE) 2020/852 (Taxonomie);Article 3;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32020R0852;2020-01-01;L'article 3 du règlement (UE) 2020/852 énonce les critères cumulatifs permettant de qualifier une activité économique de durable sur le plan environnemental : contribution substantielle à un ou plusieurs objectifs environnementaux, absence de préjudice important aux autres objectifs, respect de garanties minimales et conformité aux critères d'examen technique.;unknown;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
TAXO-R-002;SFDR;DEFINITION;HIGH;source_checked;Règlement (UE) 2020/852 (Taxonomie);Article 9;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32020R0852;2020-01-01;L'article 9 du règlement (UE) 2020/852 énumère six objectifs environnementaux : atténuation du changement climatique, adaptation au changement climatique, utilisation durable et protection des ressources aquatiques et marines, transition vers une économie circulaire, prévention et réduction de la pollution, et protection et restauration de la biodiversité et des écosystèmes.;none_identified;;;;;;;;;;;;;;;STRUCTURES — aucune || CRITÈRES MANQUANTS — exceptions_recherchees, conditions_capturees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
TAXO-R-003;SFDR;SCOPE;CRITICAL;source_checked;Règlement (UE) 2020/852 (Taxonomie);Articles 17 et 18;https://eur-lex.europa.eu/legal-content/FR/TXT/?uri=CELEX:32020R0852;2020-01-01;L'article 17 du règlement (UE) 2020/852 définit ce qu'il faut entendre par préjudice important causé aux objectifs environnementaux, et l'article 18 fixe les garanties minimales que doit respecter l'activité, en référence à des standards internationaux en matière de droits humains et de travail.;unknown;;;;;;;;;;;;;;;STRUCTURES — conditions_cumulatives || CRITÈRES MANQUANTS — exceptions_recherchees || CONSTATS — aucune structure limitante dans l'article cité — ce qui ne prouve pas qu'aucun autre article n'y déroge : « none_identified » demande un juriste
