domain;rule_id;rule_type;rule_status;rule_priority;family_code;family_kind;family_id;family_score;retained;question_type;reasoning_trap;predicted_difficulty;priority;candidate_family_status;twin_group_id;twin_type;concept_tested;redundancy_group_id;family_rationale
DORA;DORA-R-010;RECORD_KEEPING;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article 28 = Registre d'information des accords contractuels TIC;RG-DORA-ARTICLE-28-RECORD_KEEPING;aucune affirmation négative documentée : il n'y a rien à nier
DORA;DORA-R-010;RECORD_KEEPING;draft;CRITICAL;F12;MISSING_INFORMATION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 28 = Registre d'information des accords contractuels TIC;RG-DORA-ARTICLE-28-RECORD_KEEPING;la donnée manquante serait difficile à nommer précisément : la demande d'information resterait vague
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F1;FACT_RECALL;DORA-R-011-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F2;QUALIFICATION;DORA-R-011-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F4;FALSE_PREMISE;DORA-R-011-F4;2;True;false_premise;SCOPE_CONFUSION;4;CRITICAL;blocked;TG-DORA-R-011;SCOPE_TWIN;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;3 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;DORA-R-011-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-DORA-R-011;SCOPE_TWIN;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;DORA-R-011-F7;2;True;qualification;NONE;3;CRITICAL;blocked;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;l'énoncé se branche selon les faits : la bonne réponse dit « si A alors X, si B alors Y »
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
DORA;DORA-R-011;OBLIGATION;draft;CRITICAL;F12;MISSING_INFORMATION;DORA-R-011-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article 30 = Dispositions contractuelles essentielles avec les prestataires TIC;RG-DORA-ARTICLE-30-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F1;FACT_RECALL;DORA-R-012-F1;3;True;fact;NONE;2;MEDIUM;blocked;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;règle de type CLASSIFICATION : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F2;QUALIFICATION;DORA-R-012-F2;3;True;qualification;NONE;4;HIGH;blocked;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;aucune computation réelle : un calcul serait fabriqué pour la question
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F4;FALSE_PREMISE;DORA-R-012-F4;2;True;false_premise;SCOPE_CONFUSION;4;HIGH;blocked;TG-DORA-R-012;SCOPE_TWIN;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;DORA-R-012-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-DORA-R-012;SCOPE_TWIN;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;HIGH;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;règle sans branche : une réponse conditionnelle serait un artifice
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;MEDIUM;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;aucun régime voisin : la confusion ne serait pas plausible
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;aucune affirmation négative documentée : il n'y a rien à nier
DORA;DORA-R-012;CLASSIFICATION;draft;HIGH;F12;MISSING_INFORMATION;DORA-R-012-F12;3;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 31 = Désignation des prestataires tiers critiques de services TIC;RG-DORA-ARTICLE-31-CLASSIFICATION;règle de type CLASSIFICATION : on peut nommer exactement la donnée qui manque pour conclure
DORA;DORA-R-013;DEADLINE;draft;HIGH;F1;FACT_RECALL;DORA-R-013-F1;3;True;fact;NONE;2;MEDIUM;blocked;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;règle de type DEADLINE : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
DORA;DORA-R-013;DEADLINE;draft;HIGH;F2;QUALIFICATION;DORA-R-013-F2;2;True;qualification;NONE;4;HIGH;blocked;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;la règle se projette sur un cas, avec une réponse tranchable
DORA;DORA-R-013;DEADLINE;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;aucune computation réelle : un calcul serait fabriqué pour la question
DORA;DORA-R-013;DEADLINE;draft;HIGH;F4;FALSE_PREMISE;DORA-R-013-F4;2;True;false_premise;DEFINITION_DRIFT;4;HIGH;blocked;TG-DORA-R-013;FALSE_TRUE;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
DORA;DORA-R-013;DEADLINE;draft;HIGH;F5;TRUE_PREMISE_ADVERSARIAL;DORA-R-013-F5;2;True;true_premise_adversarial;NONE;4;MEDIUM;blocked;TG-DORA-R-013;FALSE_TRUE;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
DORA;DORA-R-013;DEADLINE;draft;HIGH;F6;CALIBRATED_ABSTENTION;DORA-R-013-F6;2;True;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;blocked;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;un cas amputé d'une donnée décisive ne peut pas être tranché sous cette règle
DORA;DORA-R-013;DEADLINE;draft;HIGH;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;HIGH;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;règle sans branche : une réponse conditionnelle serait un artifice
DORA;DORA-R-013;DEADLINE;draft;HIGH;F8;TEMPORAL;DORA-R-013-F8;2;True;fact;TEMPORAL_CONFUSION;4;MEDIUM;blocked;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;règle marquée sensible au temps : l'entrée en vigueur et le régime applicable à une date donnée se testent
DORA;DORA-R-013;DEADLINE;draft;HIGH;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;HIGH;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;aucun régime voisin : la confusion ne serait pas plausible
DORA;DORA-R-013;DEADLINE;draft;HIGH;F10;EXCEPTION;;1;False;qualification;OVERGENERALIZATION;4;HIGH;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;aucune exception identifiée : la famille ne pourrait tester qu'une confirmation d'absence, à sourcer comme connaissance négative
DORA;DORA-R-013;DEADLINE;draft;HIGH;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;HIGH;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;aucune affirmation négative documentée : il n'y a rien à nier
DORA;DORA-R-013;DEADLINE;draft;HIGH;F12;MISSING_INFORMATION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;MEDIUM;not_retained;;;Article 64 = Date d'application du règlement DORA;RG-DORA-ARTICLE-64-DEADLINE;la donnée manquante serait difficile à nommer précisément : la demande d'information resterait vague
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F1;FACT_RECALL;LCBFT-R-001-F1;3;True;fact;NONE;2;HIGH;blocked;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;règle de type SCOPE : elle porte un élément restituable exactement (définition, seuil, délai ou périmètre)
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F2;QUALIFICATION;LCBFT-R-001-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;aucune computation réelle : un calcul serait fabriqué pour la question
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F4;FALSE_PREMISE;LCBFT-R-001-F4;2;True;false_premise;SCOPE_CONFUSION;4;CRITICAL;blocked;TG-LCBFT-R-001;SCOPE_TWIN;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;LCBFT-R-001-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-LCBFT-R-001;SCOPE_TWIN;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;CRITICAL;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;règle sans branche : une réponse conditionnelle serait un artifice
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F9;CROSS_REGULATORY;;1;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;piège inter-réglementaire annoncé mais aucun régime voisin nommé : la confusion resterait abstraite
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;aucune affirmation négative documentée : il n'y a rien à nier
LCBFT;LCBFT-R-001;SCOPE;draft;CRITICAL;F12;MISSING_INFORMATION;LCBFT-R-001-F12;3;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article L.561-2 = Périmètre des personnes assujetties;RG-LCBFT-ARTICLE-L-561-2-SCOPE;règle de type SCOPE : on peut nommer exactement la donnée qui manque pour conclure
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F1;FACT_RECALL;LCBFT-R-002-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F2;QUALIFICATION;LCBFT-R-002-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F4;FALSE_PREMISE;LCBFT-R-002-F4;2;True;false_premise;CONCEPT_CONFLATION;4;CRITICAL;blocked;TG-LCBFT-R-002;FALSE_TRUE;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;2 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;LCBFT-R-002-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-LCBFT-R-002;FALSE_TRUE;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;CRITICAL;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;règle sans branche : une réponse conditionnelle serait un artifice
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F8;TEMPORAL;;0;False;fact;TEMPORAL_CONFUSION;4;HIGH;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;règle stable et non bornée : une question temporelle porterait sur une date sans enjeu
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
LCBFT;LCBFT-R-002;OBLIGATION;draft;CRITICAL;F12;MISSING_INFORMATION;LCBFT-R-002-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article L.561-4-1 = Classification des risques;RG-LCBFT-ARTICLE-L-561-4-1-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F1;FACT_RECALL;LCBFT-R-003-F1;2;True;fact;NONE;2;HIGH;blocked;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F2;QUALIFICATION;LCBFT-R-003-F2;3;True;qualification;NONE;4;CRITICAL;blocked;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F3;CALCULATION;;0;False;calculation;NONE;3;CRITICAL;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F4;FALSE_PREMISE;LCBFT-R-003-F4;2;True;false_premise;CONCEPT_CONFLATION;4;CRITICAL;blocked;TG-LCBFT-R-003;FALSE_TRUE;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;3 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F5;TRUE_PREMISE_ADVERSARIAL;LCBFT-R-003-F5;2;True;true_premise_adversarial;NONE;4;HIGH;blocked;TG-LCBFT-R-003;FALSE_TRUE;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;jumeau obligatoire de la fausse prémisse : sans lui, le modèle apprend « question adversariale ⇒ réfuter » et gagne des points en réfutant le vrai
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F6;CALIBRATED_ABSTENTION;;1;False;calibrated_abstention;MISSING_INFORMATION;4;HIGH;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;exceptions inconnues : on ne peut pas affirmer qu'un cas est indécidable tant qu'on ignore ce que le texte prévoit
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F7;CONDITIONAL_ANSWER;;0;False;qualification;NONE;3;CRITICAL;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;règle sans branche : une réponse conditionnelle serait un artifice
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F8;TEMPORAL;LCBFT-R-003-F8;2;True;fact;TEMPORAL_CONFUSION;4;HIGH;blocked;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;piège de confusion temporelle documenté sur cette règle
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F9;CROSS_REGULATORY;;0;False;qualification;CROSS_REGULATORY_CONFLATION;5;CRITICAL;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;aucun régime voisin : la confusion ne serait pas plausible
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F10;EXCEPTION;;0;False;qualification;OVERGENERALIZATION;4;CRITICAL;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;exceptions inconnues : tester une exception qu'on n'a pas cherchée reviendrait à l'inventer
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F11;NEGATIVE_ASSERTION;;0;False;false_premise;NEGATIVE_ASSERTION;4;CRITICAL;not_retained;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;aucune affirmation négative documentée : il n'y a rien à nier
LCBFT;LCBFT-R-003;OBLIGATION;draft;CRITICAL;F12;MISSING_INFORMATION;LCBFT-R-003-F12;2;True;calibrated_abstention;MISSING_INFORMATION;4;HIGH;blocked;;;Article L.561-5 = Identification et vérification avant l'entrée en relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-OBLIGATION;l'obligation dépend de faits identifiables : le modèle doit dire lesquels lui manquent
LCBFT;LCBFT-R-004;OBLIGATION;draft;HIGH;F1;FACT_RECALL;LCBFT-R-004-F1;2;True;fact;NONE;2;MEDIUM;blocked;;;Article L.561-5-1 = Recueil d'informations sur l'objet et la nature de la relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-1-OBLIGATION;l'obligation elle-même se restitue : qui doit quoi, envers qui
LCBFT;LCBFT-R-004;OBLIGATION;draft;HIGH;F2;QUALIFICATION;LCBFT-R-004-F2;3;True;qualification;NONE;4;HIGH;blocked;;;Article L.561-5-1 = Recueil d'informations sur l'objet et la nature de la relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-1-OBLIGATION;un cas concret tranche : la règle dit qui est concerné et ce qui doit être fait, l'application est vérifiable
LCBFT;LCBFT-R-004;OBLIGATION;draft;HIGH;F3;CALCULATION;;0;False;calculation;NONE;3;HIGH;not_retained;;;Article L.561-5-1 = Recueil d'informations sur l'objet et la nature de la relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-1-OBLIGATION;aucune computation réelle : un calcul serait fabriqué pour la question
LCBFT;LCBFT-R-004;OBLIGATION;draft;HIGH;F4;FALSE_PREMISE;LCBFT-R-004-F4;2;True;false_premise;CONCEPT_CONFLATION;4;HIGH;blocked;TG-LCBFT-R-004;FALSE_TRUE;Article L.561-5-1 = Recueil d'informations sur l'objet et la nature de la relation d'affaires;RG-LCBFT-ARTICLE-L-561-5-1-OBLIGATION;1 confusion(s) typique(s) documentée(s) : chacune se retourne en prémisse fausse plausible
